source_id,derived_from,configuration,beta_deg,rudder_deg,alpha_deg,omega_b_over_2V,zero_replicate,dCA_vertical,dCN_vertical,dCm_vertical,dCY_vertical,dCl_vertical,dCn_vertical,derivation,qa_status
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,0.05,,0.017,0.08,0.025,0.016,-0.0021,0.0014,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,0.10,,0.015,0.07,0.023,0.020,-0.0020,-0.0014,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,0.20,,0.014,0.08,0.015,0.014,0.0005,-0.0025,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,0.30,,0.011,0.03,0.016,0.044,0.0022,-0.0120,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,70,0.40,,-0.011,0.05,0.064,0.039,0.0024,-0.0368,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,-0.40,,0.013,0.03,0.050,-0.105,-0.0083,0.0238,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,-0.30,,0.007,0.06,0.027,-0.039,-0.0087,0.0125,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,-0.20,,0.001,0.09,0.008,0.017,-0.0132,0.0016,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,-0.10,,-0.003,0.08,0.016,0.022,-0.0018,-0.0019,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,-0.05,,0.004,0.04,0.007,0.010,-0.0006,-0.0021,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,0.00,1,0.015,-0.04,-0.007,-0.012,-0.0057,-0.0003,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,0.00,2,0.015,0.04,-0.002,0.000,0.0050,-0.0004,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,0.05,,0.009,0.12,0.012,0.021,-0.0018,0.0025,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,0.10,,0.010,0.11,0.013,0.017,-0.0021,0.0007,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,0.20,,0.010,0.12,0.000,0.017,0.0001,0.0024,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,0.30,,0.015,0.08,0.017,0.053,0.0028,-0.0156,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,75,0.40,,0.023,0.03,0.054,0.059,0.0071,-0.0329,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,-0.40,,0.008,0.08,0.034,-0.093,-0.0131,0.0268,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,-0.30,,0.008,0.05,0.019,-0.029,-0.0074,0.0113,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,-0.20,,0.008,0.06,0.003,0.023,-0.0031,-0.0037,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,-0.10,,0.003,0.06,0.012,0.015,-0.0002,-0.0002,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,-0.05,,0.004,0.06,0.006,0.020,-0.0018,-0.0013,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,0.00,1,0.013,0.02,0.010,-0.003,-0.0011,-0.0003,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,0.00,2,0.016,0.03,-0.001,0.008,0.0025,-0.0031,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,0.05,,0.000,0.10,0.004,0.012,-0.0018,0.0022,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,0.10,,0.004,0.06,0.003,-0.003,-0.0012,0.0013,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,0.20,,0.007,0.06,-0.001,-0.003,0.0007,0.0024,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,0.30,,0.008,0.05,0.013,0.036,0.0037,-0.0173,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,80,0.40,,0.008,0.04,0.030,0.068,0.0081,-0.0346,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,-0.40,,-0.019,0.16,0.041,-0.053,-0.0143,0.0322,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,-0.30,,-0.027,0.16,0.016,-0.008,-0.0056,0.0161,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,-0.20,,-0.030,0.21,-0.011,0.047,-0.0015,0.0007,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,-0.10,,-0.031,0.20,-0.006,0.037,-0.0041,0.0028,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,-0.05,,-0.029,0.17,-0.010,0.032,-0.0020,0.0026,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,0.00,1,-0.014,0.10,-0.024,0.016,0.0001,-0.0005,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,0.00,2,-0.015,0.05,-0.025,-0.001,0.0005,0.0002,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,0.05,,-0.023,0.06,-0.019,-0.002,0.0008,-0.0001,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,0.10,,-0.024,0.07,-0.013,0.003,-0.0022,-0.0018,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,0.20,,-0.017,0.06,-0.018,-0.002,-0.0004,-0.0013,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,0.30,,-0.009,0.08,-0.006,0.035,0.0063,-0.0182,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,85,0.40,,0.003,0.03,0.017,0.086,0.0108,-0.0347,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,-0.40,,-0.020,0.13,0.017,-0.073,-0.0174,0.0334,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,-0.30,,-0.021,0.13,0.002,-0.022,-0.0070,0.0184,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,-0.20,,-0.019,0.13,-0.015,0.017,-0.0027,0.0055,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,-0.10,,-0.018,0.12,-0.011,0.014,-0.0059,0.0066,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,-0.05,,-0.015,0.11,-0.024,0.015,-0.0028,0.0031,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,0.00,1,-0.007,0.08,-0.029,-0.004,-0.0018,0.0008,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,0.00,2,-0.013,0.07,-0.015,0.006,-0.0018,-0.0028,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,0.05,,-0.036,0.13,-0.018,0.034,-0.0009,-0.0031,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,0.10,,-0.028,0.09,-0.018,0.029,0.0012,-0.0074,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,0.20,,-0.020,0.10,-0.022,0.026,0.0023,-0.0077,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,0.30,,-0.015,0.07,-0.012,0.060,0.0075,-0.0229,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
NASA_CR_3608_DERIVED_VERTICAL_INCREMENT,CR3608_ROTARY_BODY_WING_LEX_VERTICAL_DR0_BETA0_V0.1 - CR3608_ROTARY_BODY_WING_LEX_BETA0_V0.1,"F-18 vertical-tail incremental contribution from component buildup",0,0,90,0.40,,-0.011,0.03,0.014,0.108,0.0115,-0.0422,BODY_WING_LEX_VERTICAL_MINUS_BODY_WING_LEX,DERIVED_EXACT_ARITHMETIC_FROM_PAGE_IMAGE_CROSSCHECKED_SOURCE_TABLES
